Prices,calories,protein,carbs,fat,nutrition_score
114.29,493,3,42,28,-13.6
114.29,396,4,62,27,-6.6
84.75,397,7,64,28,-1.1999999999999993
84.75,441,6,49,27,-5.199999999999999
84.75,356,5,46,27,-7.799999999999999
84.75,462,5,62,24,-1.5999999999999996
529.66,509,16,46,10,31.200000000000003
495.0,607,16,40,16,24.0
495.0,513,20,40,17,31.0
495.0,482,19,51,18,30.200000000000003
529.66,621,27,55,14,51.0
529.66,476,23,40,16,38.0
345.0,446,15,65,15,28.0
515.0,620,20,44,23,25.8
315.0,521,26,44,11,49.8
529.66,529,19,59,17,32.8
529.66,679,21,53,10,42.6
529.66,667,24,64,21,39.8
529.66,366,24,52,22,36.4
529.66,606,27,40,18,44.0
529.66,358,15,52,14,26.4
525.0,485,18,55,12,35.0
515.0,482,26,65,15,50.0
495.0,459,27,39,12,49.8
425.0,506,27,57,17,48.4
365.0,426,26,62,18,46.4
345.0,539,22,32,11,39.4
285.0,372,16,45,16,25.0
529.66,673,25,42,20,38.4
529.66,598,28,40,21,43.0
529.66,615,24,57,23,36.4
529.66,485,27,66,15,52.2
315.0,686,19,46,24,23.200000000000003
529.66,493,15,50,23,17.0
529.66,658,23,53,20,36.6
495.0,666,15,66,24,19.200000000000003
495.0,366,24,64,16,44.8
515.0,699,21,30,17,31.0
515.0,478,16,67,21,24.4
525.0,677,20,49,19,30.8
445.0,475,22,69,24,33.8
425.0,357,21,61,19,35.2
525.0,470,29,49,15,52.8
495.0,402,17,30,16,24.0
515.0,459,15,36,20,17.2
495.0,424,27,54,19,45.8
495.0,442,28,58,12,55.6
495.0,376,19,58,14,35.6
525.0,410,28,58,24,43.6
525.0,541,16,60,11,33.0
529.66,610,29,68,19,52.6
529.66,353,17,58,24,21.6
525.0,647,19,68,17,34.6
495.0,619,23,51,21,35.2
529.66,380,21,62,10,44.4
529.66,542,16,63,10,34.6
529.66,629,16,62,10,34.4
495.0,681,17,67,16,31.4
529.66,464,23,65,17,42.0
529.66,611,16,69,10,35.8
529.66,550,15,67,23,20.4
529.66,422,22,57,20,35.4
529.66,428,17,30,21,19.0
529.66,504,19,44,10,36.8
529.66,441,29,56,15,54.2
529.66,613,16,30,18,20.0
529.66,460,16,60,12,32.0
529.66,370,15,49,24,15.8
425.0,407,19,51,17,31.200000000000003
529.66,497,29,57,13,56.4
529.66,541,17,39,10,31.8
529.66,441,22,31,17,33.2
495.01,686,27,44,23,39.8
529.66,539,22,38,17,34.6
529.66,428,17,55,11,34.0
529.66,408,16,56,20,23.200000000000003
529.66,687,25,37,11,46.4
529.66,575,17,61,11,35.2
345.0,435,26,50,22,40.0
315.0,504,15,35,21,16.0
365.0,525,17,66,19,28.200000000000003
315.0,532,25,63,19,43.6
345.0,365,17,59,11,34.8
315.0,500,21,45,21,30.0
345.0,435,22,52,21,33.4
365.0,473,19,44,10,36.8
345.0,671,24,42,18,38.4
365.0,641,19,64,15,35.8
315.0,403,18,38,12,31.6
315.0,509,22,40,17,35.0
345.0,660,24,59,24,35.8
365.0,377,23,44,20,34.8
265.0,365,22,65,21,36.0
365.0,586,19,67,15,36.4
285.0,397,29,54,19,49.8
345.0,350,22,50,16,38.0
365.0,444,21,68,17,38.6
315.0,413,17,63,19,27.6
529.66,434,22,37,20,31.4
529.66,616,16,42,11,29.4
529.66,522,26,50,16,46.0
529.66,542,20,43,20,28.6
529.66,568,22,58,22,33.6
529.66,593,23,38,20,33.6
529.66,621,15,55,17,24.0
529.66,527,15,67,13,30.4
529.66,555,20,41,21,27.200000000000003
529.66,658,18,49,19,26.8
529.66,595,21,59,17,36.8
529.66,496,22,41,24,28.200000000000003
529.66,677,28,53,17,49.6
529.66,440,28,30,10,52.0
529.66,420,17,53,19,25.6
529.66,638,23,66,22,37.2
529.66,389,15,31,19,17.2
529.66,488,26,52,14,48.4
529.66,436,24,62,19,41.4
529.66,397,23,31,24,28.2
529.66,659,28,40,12,52.0
529.66,697,20,50,22,28.0
529.66,570,25,44,14,44.8
529.66,617,21,39,20,29.8
529.66,608,21,49,15,36.8
529.66,581,20,61,17,35.2
529.66,471,26,59,18,45.8
495.01,402,21,36,20,29.2
495.0,679,19,55,20,29.0
529.66,425,20,30,18,28.0
495.0,525,27,33,23,37.6
285.0,675,19,38,23,22.6
529.66,648,21,69,16,39.8
515.0,692,24,63,18,42.6
495.0,513,26,55,18,45.0
529.66,465,23,39,17,36.8
529.66,581,20,39,17,30.8
529.66,595,28,50,20,46.0
529.66,587,22,34,14,36.8
529.66,662,28,57,13,54.4
529.66,552,15,42,13,25.4
495.0,515,16,33,22,16.6
495.0,686,28,43,19,45.6
529.66,691,26,39,22,37.8
529.66,662,16,47,23,18.4
529.66,492,16,47,14,27.4
495.0,424,26,60,13,51.0
529.66,596,25,41,10,48.2
529.66,501,17,45,12,31.0
529.66,600,24,43,12,44.6
529.66,610,23,49,24,31.8
529.66,647,26,61,15,49.2
529.66,531,15,51,19,21.200000000000003
245.0,620,16,44,13,27.8
275.0,504,19,59,15,34.8
345.0,401,18,63,21,27.6
275.0,457,18,69,14,35.8
529.66,377,21,41,19,31.200000000000003
529.66,487,18,46,24,21.200000000000003
525.0,593,23,68,15,44.6
495.0,412,27,64,10,56.8
315.0,627,17,51,21,23.200000000000003
315.0,405,15,64,17,25.8
529.66,644,17,46,18,25.200000000000003
529.66,663,20,35,12,35.0
495.0,413,26,51,13,49.2
315.0,655,23,33,19,33.6
495.0,384,16,67,10,35.4
529.66,621,18,37,24,19.4
529.66,623,21,62,19,35.4
425.0,534,18,45,15,30.0
529.66,461,22,37,23,28.4
390.0,500,19,34,15,29.8
380.0,449,23,39,22,31.8
370.0,367,27,66,19,48.2
290.0,451,16,58,24,19.6
350.0,385,27,55,18,47.0
340.0,423,21,54,18,34.8
320.0,375,16,40,18,22.0
290.0,432,23,47,20,35.4
390.0,511,23,63,12,46.6
370.0,580,20,58,22,29.6
370.0,654,28,69,21,48.8
360.0,445,15,40,16,22.0
350.0,363,25,44,11,47.8
230.0,478,24,34,19,35.8
340.0,687,25,52,15,45.4
310.0,459,20,59,20,31.8
290.0,666,17,62,23,23.4
450.0,373,21,47,17,34.4
440.0,382,28,65,21,48.0
440.0,628,24,34,20,34.8
390.0,392,23,32,11,41.4
390.0,402,29,39,17,48.8
380.0,359,19,60,23,27.0
370.0,693,20,39,14,33.8
360.0,356,28,36,19,44.2
360.0,644,20,56,13,38.2
350.0,353,16,64,21,23.8
350.0,475,15,65,14,29.0
340.0,669,15,42,11,27.4
340.0,479,25,32,12,44.4
260.0,517,17,36,22,19.2
260.0,399,19,33,14,30.6
240.0,656,23,50,19,37.0
250.0,474,18,31,12,30.2
270.0,652,20,66,10,43.2
260.0,661,20,36,11,36.2
240.0,662,22,68,12,45.6
260.0,607,21,31,12,36.2
260.0,554,15,36,13,24.2
250.0,634,24,52,16,42.4
260.0,448,17,56,12,33.2
280.0,656,17,67,12,35.4
260.0,603,19,37,20,25.4
280.0,366,29,46,18,49.2
260.0,390,22,30,14,36.0
240.0,676,17,69,19,28.8
250.0,449,26,31,19,39.2
230.0,447,18,49,18,27.8
230.0,610,26,47,10,51.4
280.0,417,29,35,22,43.0
250.0,351,15,33,12,24.6
230.0,697,16,43,18,22.6
250.0,529,27,55,24,41.0
250.0,565,17,52,22,22.4
250.0,371,17,57,10,35.4
250.0,428,28,48,14,51.6
260.0,578,18,47,23,22.4
260.0,612,24,64,13,47.8
270.0,537,29,58,18,51.6
250.0,453,28,45,20,45.0
280.0,433,25,53,12,48.6
280.0,576,16,55,21,22.0
280.0,675,15,49,15,24.8
290.0,515,15,60,12,30.0
250.0,582,20,59,14,37.8
260.0,471,19,41,20,26.200000000000003
240.0,370,15,47,22,17.4
290.0,487,20,37,14,33.4
260.0,645,22,33,11,39.6
240.0,412,29,44,22,44.8
260.0,491,23,36,11,42.2
260.0,491,21,45,21,30.0
260.0,675,19,45,18,29.0
260.0,508,25,30,18,38.0
270.0,692,25,63,20,42.6
270.0,553,17,66,21,26.200000000000003
280.0,508,23,60,16,42.0
260.0,625,22,60,19,37.0
280.0,350,20,60,16,36.0
310.0,591,15,40,17,21.0
310.0,586,27,50,15,49.0
310.0,522,26,59,13,50.8
360.0,616,15,41,20,18.200000000000003
340.0,548,25,35,11,46.0
340.0,367,24,44,21,35.8
330.0,389,16,44,21,19.8
360.0,399,15,45,16,23.0
340.0,684,20,48,24,25.6
360.0,521,20,53,16,34.6
310.0,511,18,43,20,24.6
370.0,560,19,40,11,35.0
340.0,383,17,36,19,22.2
340.0,433,17,69,20,27.8
350.0,624,29,50,15,53.0
310.0,452,18,33,16,26.6
340.0,694,25,50,17,43.0
340.0,482,21,32,22,26.4
340.0,689,21,68,14,41.6
350.0,358,22,46,17,36.2
350.0,481,24,48,24,33.6
350.0,548,18,34,19,23.8
350.0,372,25,39,23,34.8
330.0,528,28,31,23,39.2
360.0,569,27,64,18,48.8
350.0,588,28,62,12,56.4
360.0,487,26,64,12,52.8
350.0,364,21,49,24,27.8
360.0,440,27,44,12,50.8
360.0,570,19,39,20,25.8
360.0,643,18,42,17,27.4
360.0,603,15,45,14,25.0
350.0,645,23,54,10,46.8
290.0,447,24,55,18,41.0
280.0,608,23,48,16,39.6
290.0,352,29,63,24,46.6
310.0,585,27,55,20,45.0
320.0,573,22,67,13,44.4
350.0,386,25,68,14,49.6
440.0,604,26,57,23,40.4
360.0,606,28,66,13,56.2
440.0,687,17,56,16,29.200000000000003
350.0,600,18,62,11,37.4
350.0,665,26,61,22,42.2
450.0,479,19,45,17,30.0
300.0,527,23,36,13,40.2
360.0,472,16,43,12,28.6
310.0,698,15,44,20,18.8
340.0,556,24,37,23,32.4
370.0,576,16,56,22,21.200000000000003
350.0,565,16,33,18,20.6
300.0,610,28,42,11,53.4
320.0,662,24,32,14,40.4
340.0,593,26,51,14,48.2
350.0,484,21,58,18,35.6
340.0,669,15,35,24,13.0
340.0,456,17,33,14,26.6
350.0,699,17,44,24,18.8
350.0,432,23,60,12,46.0
360.0,629,23,30,21,31.0
410.0,474,20,53,17,33.6
450.0,582,22,45,21,32.0
340.0,376,18,56,15,32.2
440.0,392,29,67,11,60.4
340.0,370,28,69,15,54.8
440.0,463,27,57,21,44.4
340.0,467,20,58,16,35.6
350.0,628,28,60,24,44.0
400.0,386,21,67,23,32.4
360.0,466,29,45,12,55.0
470.0,475,23,42,16,38.4
360.0,614,20,55,21,30.0
340.0,600,23,38,24,29.6
400.0,505,15,37,23,14.4
340.0,447,21,53,15,37.6
350.0,556,24,51,23,35.2
390.0,564,16,30,13,25.0
440.0,631,23,51,14,42.2
440.0,507,19,33,18,26.6
360.0,647,20,34,11,35.8
340.0,610,26,35,16,43.0
350.0,445,24,36,19,36.2
440.0,680,21,64,21,33.8
320.0,523,19,69,24,27.8
360.0,516,27,55,12,53.0
450.0,357,15,60,20,22.0
340.0,479,24,49,10,47.8
340.0,682,25,58,24,37.6
340.0,568,24,62,20,40.4
390.0,604,22,50,19,35.0
440.0,408,24,39,10,45.8
390.0,509,22,51,19,35.2
340.0,421,26,56,24,39.2
360.0,471,19,30,16,28.0
350.0,466,29,58,24,45.6
320.0,512,29,60,21,49.0
320.0,653,26,57,24,39.4
320.0,394,25,49,19,40.8
320.0,423,27,69,11,56.8
320.0,357,18,45,18,27.0
360.0,570,17,48,14,29.6
350.0,402,27,35,23,38.0
350.0,470,18,62,10,38.4
350.0,477,25,42,15,43.4
350.0,661,21,65,12,43.0
350.0,626,22,60,20,36.0
360.0,656,29,69,15,56.8
360.0,618,29,40,10,56.0
360.0,694,26,62,15,49.4
360.0,436,15,51,19,21.200000000000003
360.0,466,25,47,14,45.4
360.0,357,27,33,21,39.6
360.0,528,27,66,11,56.2
350.0,471,24,31,24,30.2
300.0,393,29,54,10,58.8
320.0,489,15,61,13,29.200000000000003
300.0,435,22,55,14,41.0
340.0,546,18,67,12,37.4
340.0,528,23,30,23,29.0
290.0,622,18,51,15,31.200000000000003
350.0,444,19,33,16,28.6
450.0,664,17,40,15,27.0
370.0,648,17,59,17,28.8
350.0,678,24,34,15,39.8
360.0,694,17,33,21,19.6
310.0,412,23,45,16,39.0
370.0,458,15,46,21,18.200000000000003
320.0,502,24,41,23,33.2
350.0,458,21,44,18,32.8
360.0,530,18,50,19,27.0
310.0,479,23,35,18,35.0
350.0,522,27,58,14,51.6
320.0,482,21,60,19,35.0
350.0,638,20,35,17,30.0
350.0,634,22,44,13,39.8
420.0,429,29,41,17,49.2
420.0,675,28,43,13,51.6
360.0,647,28,55,15,52.0
450.0,594,16,46,20,21.200000000000003
350.0,670,28,31,19,43.2
420.0,351,24,48,15,42.6
450.0,641,27,67,21,46.4
450.0,454,23,40,14,40.0
450.0,471,16,38,13,26.6
450.0,578,20,50,15,35.0
450.0,538,17,50,23,21.0
360.0,363,27,61,23,43.2
410.0,528,19,68,17,34.6
450.0,679,24,34,12,42.8
350.0,412,28,68,21,48.6
350.0,563,17,36,24,17.2
410.0,672,29,55,17,52.0
350.0,452,25,41,20,38.2
350.0,486,18,40,15,29.0
190.0,370,19,67,10,41.4
320.0,572,17,34,19,21.8
320.0,681,26,34,22,36.8
310.0,431,28,41,23,41.2
380.0,682,16,34,20,18.8
310.0,406,16,33,15,23.6
310.0,578,29,37,12,53.4
290.0,676,16,65,14,31.0
310.0,380,20,60,16,36.0
420.0,493,21,63,17,37.6
340.0,491,20,57,18,33.4
320.0,422,16,39,11,28.8
380.0,457,17,66,12,35.2
320.0,619,18,53,17,29.6
300.0,566,28,43,12,52.6
310.0,563,22,50,18,36.0
310.0,538,18,52,22,24.4
380.0,605,22,65,16,41.0
380.0,587,17,53,22,22.6
340.0,439,24,56,23,36.2
340.0,637,17,44,10,32.8
320.0,480,24,65,18,43.0
390.0,407,23,52,12,44.4
300.0,659,28,59,15,52.8
320.0,591,23,64,10,48.8
300.0,643,26,64,10,54.8
320.0,674,17,64,13,33.8
320.0,533,29,51,10,58.2
440.0,678,22,35,12,39.0
350.0,567,21,36,19,30.2
340.0,477,28,60,10,58.0
390.0,626,29,69,18,53.8
310.0,453,25,48,22,37.6
320.0,646,27,63,12,54.6
320.0,593,27,40,24,38.0
320.0,672,22,42,23,29.4
390.0,521,18,52,20,26.4
390.0,594,25,67,18,45.4
320.0,619,21,60,18,36.0
300.0,386,24,43,11,45.6
290.0,524,26,56,19,44.2
300.0,623,28,54,16,50.8
340.0,522,23,56,24,33.2
350.0,668,25,43,22,36.6
360.0,652,16,38,10,29.6
340.0,549,16,55,17,26.0
480.0,352,25,52,15,45.4
350.0,497,19,39,16,29.8
440.0,560,25,60,19,43.0
360.0,474,24,41,24,32.2
330.0,479,27,39,22,39.8
310.0,583,19,43,12,34.6
320.0,643,25,32,14,42.4
310.0,683,19,33,18,26.6
360.0,398,28,48,11,54.6
360.0,503,18,51,13,33.2
380.0,565,17,32,22,18.4
310.0,391,21,63,10,44.6
290.0,610,26,69,20,45.8
310.0,589,23,51,17,39.2
330.0,620,27,65,18,49.0
320.0,474,25,66,17,46.2
330.0,467,27,53,20,44.6
360.0,587,27,47,23,40.4
300.0,654,23,35,20,33.0
310.0,364,28,54,16,50.8
310.0,446,26,48,13,48.6
360.0,467,16,46,13,28.200000000000003
380.0,656,18,31,22,20.2
370.0,581,25,47,19,40.4
330.0,426,16,61,24,20.200000000000003
330.0,632,18,47,13,32.4
320.0,663,26,61,11,53.2
320.0,469,28,66,13,56.2
370.0,444,23,47,22,33.4
370.0,480,22,44,16,36.8
390.0,421,15,67,12,31.4
320.0,427,29,56,10,59.2
300.0,688,27,33,23,37.6
320.0,587,19,35,23,22.0
340.0,582,23,34,12,40.8
340.0,630,28,36,22,41.2
370.0,353,26,46,14,47.2
320.0,369,15,66,23,20.200000000000003
320.0,369,18,63,14,34.6
320.0,601,17,35,20,21.0
370.0,569,20,51,12,38.2
390.0,589,21,37,13,36.4
290.0,466,18,36,21,22.2
300.0,616,21,53,14,38.6
350.0,527,26,46,22,39.2
360.0,508,22,30,23,27.0
340.0,610,20,33,24,22.6
370.0,417,19,31,10,34.2
350.0,632,15,34,22,14.8
100.0,518,17,32,11,29.4
120.0,491,18,30,16,26.0
265.0,603,24,55,33,26.0
295.0,799,27,64,38,28.8
355.0,450,34,53,35,43.6
330.0,563,19,74,28,24.8
330.0,523,20,78,28,27.6
529.66,623,21,63,37,17.6
335.0,712,33,69,28,51.8
365.0,572,25,68,35,28.6
225.0,776,29,74,31,41.8
529.66,675,27,53,37,27.6
195.0,497,18,60,20,28.0
375.0,633,26,40,20,40.0
310.0,682,29,49,23,44.8
455.0,612,17,88,31,20.6
425.0,452,24,48,20,37.6
529.66,603,30,89,32,45.8
375.0,564,17,83,21,29.6
375.0,718,27,67,39,28.4
375.0,696,28,71,21,49.2
375.0,471,29,74,38,34.8
529.66,522,31,89,39,40.8
255.0,511,22,69,35,22.8
340.0,471,23,55,25,32.0
495.0,618,28,68,22,47.6
175.0,697,34,83,21,63.6
425.0,761,25,55,24,37.0
425.0,746,21,80,35,23.0
529.66,680,23,52,31,25.4
379.0,570,28,73,24,46.6
375.0,672,32,51,32,42.2
385.0,638,32,76,32,47.2
529.66,486,31,63,23,51.6
529.66,508,23,45,32,23.0
529.66,566,19,77,26,27.4
375.0,528,32,71,21,57.2
529.66,454,30,59,21,50.8
529.66,627,27,43,21,41.6
529.66,750,34,75,23,60.0
529.66,528,34,42,37,39.4
529.66,516,24,62,30,30.4
529.66,749,34,72,21,61.4
495.0,450,32,43,23,49.6
515.0,727,28,83,31,41.6
480.0,454,32,55,39,36.0
425.0,630,31,74,36,40.8
475.0,703,30,50,25,45.0
529.66,685,21,88,20,39.6
529.66,518,22,80,26,34.0
529.66,714,29,54,24,44.8
529.66,480,32,57,30,45.4
529.66,614,23,44,36,18.8
529.66,664,27,48,30,33.6
529.66,769,21,74,29,27.8
529.66,601,20,44,21,27.8
529.66,751,30,74,34,40.8
529.66,779,31,78,30,47.6
529.66,576,18,64,32,16.8
529.66,784,33,81,34,48.2
529.66,553,23,80,37,25.0
529.66,583,23,88,28,35.6
529.66,534,29,57,23,46.4
529.66,550,25,48,21,38.6
529.66,522,19,49,32,15.8
475.0,735,25,80,31,35.0
495.0,520,17,80,31,19.0
529.66,704,31,47,35,36.4
370.0,708,28,44,29,35.8
529.66,708,18,60,30,18.0
529.66,505,33,76,27,54.2
529.66,515,31,62,33,41.4
529.66,783,24,52,33,25.4
379.0,768,27,82,38,32.400000000000006
369.0,711,25,76,32,33.2
529.66,584,34,57,21,58.4
529.66,646,28,63,32,36.6
529.66,640,24,49,32,25.8
529.66,633,32,71,22,56.2
265.0,665,15,42,32,6.4
295.0,593,16,59,39,4.800000000000001
335.0,744,27,41,23,39.2
375.0,488,15,79,21,24.8
365.0,594,15,51,38,2.200000000000001
375.0,734,34,43,25,51.6
310.0,595,22,81,28,32.2
365.0,501,27,79,34,35.8
375.0,624,33,46,25,50.2
375.0,702,17,49,21,22.8
385.0,522,32,68,21,56.6
375.0,614,22,60,27,29.0
529.66,689,32,85,26,55.0
470.0,643,27,50,29,35.0
529.66,742,15,68,37,6.600000000000001
529.66,465,33,73,38,42.6
385.0,478,19,44,32,14.8
340.0,597,25,85,25,42.0
369.0,539,26,73,35,31.6
469.0,601,28,66,23,46.2
425.0,690,20,71,28,26.200000000000003
375.0,700,29,59,32,37.8
330.0,570,15,86,26,21.2
330.0,503,24,75,39,24.0
375.0,618,20,47,21,28.4
529.66,665,29,48,34,33.6
355.0,737,22,89,23,38.8
455.0,598,21,48,20,31.6
425.0,571,17,88,34,17.6
375.0,734,29,42,37,29.4
529.66,452,32,49,22,51.8
435.0,621,26,43,30,30.6
395.0,593,17,75,20,29.0
529.66,660,33,77,29,52.4
458.0,792,28,65,37,32.0
529.66,637,17,77,37,12.4
529.66,475,21,87,27,32.400000000000006
529.66,742,26,81,39,29.2
529.66,772,30,63,24,48.6
529.66,483,33,43,28,46.6
529.66,615,23,89,39,24.8
529.66,486,31,45,39,32.0
529.66,452,21,79,26,31.8
529.66,645,32,69,20,57.8
529.66,768,15,54,30,10.8
529.66,527,23,74,36,24.8
529.66,646,29,55,27,42.0
175.0,588,17,76,25,24.200000000000003
225.0,653,30,59,29,42.8
255.0,727,33,47,35,40.4
275.0,472,27,57,26,39.4
195.0,691,22,87,20,41.400000000000006
235.0,570,23,76,29,32.2
299.0,763,23,87,30,33.400000000000006
189.0,550,29,60,39,31.0
149.0,621,22,72,31,27.4
59.0,615,34,74,32,50.8
69.0,666,26,83,20,48.6
69.0,676,33,85,38,45.0
79.0,552,24,54,30,28.8
89.0,757,23,44,34,20.8
89.0,502,29,63,26,44.6
129.0,571,23,49,23,32.8
245.0,688,23,87,29,34.400000000000006
109.0,595,29,47,27,40.4
60.0,683,21,45,25,26.0
57.14,531,33,76,22,59.2
57.14,527,28,86,32,41.2
60.0,522,15,67,34,9.4
60.0,620,34,87,34,51.400000000000006
60.0,628,20,77,36,19.4
529.66,739,25,60,20,42.0
515.0,766,27,84,37,33.8
529.66,473,19,52,21,27.4
529.66,630,32,45,31,42.0
529.66,676,16,61,35,9.2
529.66,633,16,78,36,11.6
330.0,501,19,89,26,29.8
529.66,574,33,65,36,43.0
529.66,657,24,56,34,25.200000000000003
515.0,527,20,85,21,36.0
529.66,758,31,55,29,44.0
485.0,598,17,55,30,15.0
475.0,709,24,45,35,22.0
230.0,768,28,82,38,34.400000000000006
420.0,605,33,62,22,56.4
529.66,742,29,66,31,40.2
529.66,579,26,59,27,36.8
520.0,752,17,56,24,21.200000000000003
170.0,456,33,89,31,52.8
505.0,528,29,46,24,43.2
479.0,695,16,44,29,11.8
265.0,617,34,87,34,51.400000000000006
250.0,495,16,75,29,18.0
420.0,665,17,81,21,29.2
529.66,590,18,62,34,14.4
529.66,792,32,41,27,45.2
515.0,718,34,62,38,42.4
520.0,495,27,71,24,44.2
529.66,739,19,52,30,18.4
529.66,545,19,84,31,23.8
475.0,760,31,85,37,42.0
529.66,491,30,78,34,41.6
529.66,604,25,61,33,29.200000000000003
479.0,503,26,70,24,42.0
529.66,581,17,75,25,24.0
515.0,655,28,82,35,37.400000000000006
520.0,478,31,70,38,38.0
450.0,679,16,80,26,22.0
485.0,469,18,66,39,10.2
529.66,636,31,73,29,47.6
529.66,451,22,62,23,33.4
529.66,716,22,83,38,22.6
529.66,514,32,73,35,43.6
529.66,484,31,73,21,55.6
529.66,691,34,46,33,44.2
505.0,621,29,56,28,41.2
529.66,587,29,84,20,54.8
529.66,670,32,76,34,45.2
529.66,581,29,81,29,45.2
529.66,778,22,78,33,26.6
230.0,669,30,84,38,38.8
330.0,567,33,41,31,43.2
160.0,796,31,56,24,49.2
250.0,705,30,77,20,55.4
170.0,456,21,43,20,30.6
455.0,620,32,86,37,44.2
420.0,710,20,88,22,35.6
475.0,661,25,71,33,31.200000000000003
265.0,700,25,88,23,44.6
265.0,450,33,57,32,45.4
105.0,699,21,62,33,21.4
105.0,455,26,46,28,33.2
105.0,496,33,54,23,53.8
65.0,557,15,59,32,9.8
525.0,550,34,73,26,56.6
385.0,760,15,59,27,14.8
385.0,662,30,76,23,52.2
529.66,765,15,71,39,5.200000000000001
529.66,570,17,73,21,27.6
529.66,735,31,63,20,54.6
529.66,457,33,72,24,56.4
80.0,485,25,87,33,34.400000000000006
80.0,700,22,56,35,20.200000000000003
80.0,490,33,49,20,55.8
255.0,468,29,40,35,31.0
329.0,126,1,18,0,5.6
329.0,114,3,15,2,7.0
149.0,121,3,13,4,4.6
259.0,53,3,17,0,9.4
129.0,58,2,5,4,1.0
229.0,88,2,21,3,5.2
109.0,198,2,18,2,5.6
189.0,78,3,10,4,4.0
179.0,67,3,27,2,9.4
179.0,182,1,11,4,0.2000000000000001
149.0,119,3,25,0,11.0
139.0,180,1,15,2,3.0
129.0,184,2,10,2,4.0
109.0,164,1,22,1,5.4
99.0,182,1,22,0,6.4
99.0,195,3,6,4,3.2
119.0,191,3,5,3,4.0
119.0,75,0,28,0,5.6000000000000005
189.0,70,3,7,2,5.4
149.0,151,1,21,0,6.2
149.0,106,4,26,3,10.2
99.0,164,1,27,1,6.4
129.0,166,2,18,2,5.6
129.0,156,1,26,1,6.2
99.0,173,3,10,2,6.0
189.0,172,0,6,1,0.2000000000000001
79.0,130,4,16,2,9.2
109.0,148,1,5,3,0.0
189.0,175,0,21,3,1.2000000000000002
229.0,127,3,15,2,7.0
229.0,181,4,12,4,6.4
169.0,140,2,6,1,4.2
229.0,147,3,16,2,7.2
169.0,78,3,6,4,3.2
229.0,158,4,17,0,11.4
169.0,82,0,23,4,0.6000000000000005
229.0,88,3,27,2,9.4
129.0,106,1,16,2,3.2
109.0,77,2,12,2,4.4
249.0,185,2,17,3,4.4
259.0,114,4,27,0,13.4
289.0,125,2,7,0,5.4
289.0,89,2,20,0,8.0
239.0,62,3,20,3,7.0
259.0,148,4,20,4,8.0
229.0,71,1,16,0,5.2
179.0,128,0,15,0,3.0
279.0,112,3,16,4,5.2
329.0,128,1,9,3,0.8
329.0,167,1,6,2,1.2000000000000002
279.0,103,2,23,0,8.600000000000001
279.0,89,3,24,1,9.8
349.0,189,2,14,4,2.8000000000000003
279.0,106,2,27,2,7.4
189.0,106,3,27,2,9.4
249.0,160,0,21,4,0.2000000000000001
329.0,164,2,17,1,6.4
399.0,177,4,14,1,9.8
399.0,173,2,28,0,9.6
249.0,102,0,25,2,3.0
299.0,79,1,14,3,1.8000000000000005
159.0,128,0,24,2,2.8000000000000007
299.0,130,1,15,2,3.0
299.0,171,1,29,0,7.800000000000001
299.0,83,1,19,4,1.8000000000000005
299.0,110,2,8,0,5.6
299.0,83,2,17,0,7.4
279.0,117,3,13,4,4.6
329.0,194,2,28,2,7.6
329.0,120,3,29,0,11.8
279.0,109,2,24,2,6.800000000000001
189.0,56,2,23,1,7.6
139.0,92,1,14,0,4.800000000000001
189.0,196,3,24,2,8.8
99.0,84,2,28,1,8.600000000000001
349.0,193,0,16,0,3.2
179.0,71,4,25,3,10.0
299.0,83,0,20,1,3.0
179.0,147,3,13,4,4.6
179.0,61,0,19,2,1.8000000000000005
149.0,106,3,12,1,7.4
149.0,119,4,11,1,9.2
279.0,194,2,26,4,5.2
249.0,115,1,20,3,3.0
129.0,157,4,27,0,13.4
149.0,195,1,27,0,7.4
119.0,72,0,6,1,0.2000000000000001
229.0,158,3,13,3,5.6
129.0,182,2,29,3,6.800000000000001
249.0,138,3,12,4,4.4
79.0,140,1,28,3,4.6000000000000005
149.0,65,0,11,1,1.2000000000000002
149.0,78,0,8,2,-0.3999999999999999
129.0,117,0,25,1,4.0
149.0,122,1,6,1,2.2
149.0,97,2,24,3,5.800000000000001
149.0,155,0,23,0,4.6000000000000005
99.0,96,0,8,0,1.6
99.0,85,4,24,1,11.8
99.0,178,1,10,2,2.0
99.0,73,4,8,2,7.6
149.0,160,2,17,2,5.4
149.0,186,0,5,2,-1.0
149.0,91,4,24,3,9.8
179.0,135,2,21,0,8.2
179.0,118,1,11,2,2.2
169.0,87,0,21,4,0.2000000000000001
179.0,63,3,6,0,7.2
179.0,168,4,24,4,8.8
179.0,169,1,27,2,5.4
179.0,163,4,13,4,6.6
159.0,159,3,9,4,3.8
239.0,143,4,16,3,8.2
219.0,148,1,25,0,7.0
209.0,58,0,8,4,-2.4
219.0,150,1,17,1,4.4
329.0,101,1,6,0,3.2
399.0,86,0,25,0,5.0
279.0,125,0,15,4,-1.0
299.0,109,2,12,2,4.4
299.0,165,4,26,0,13.2
349.0,105,0,28,2,3.6000000000000005
289.0,108,0,13,4,-1.4
289.0,63,0,22,2,2.4000000000000004
239.0,72,0,20,1,3.0
339.0,86,1,7,4,-0.5999999999999999
459.0,192,3,28,4,7.6
529.66,190,3,7,4,3.4000000000000004
